gen_name1,month,Year,Mon,Season,gen_type,gas_type,fuelP,JKM,JKM1,JKM2,JKM3,JKM4,JCC,JCC1,JCC2,JCC3,JCC4,HH,HH1,HH2,HH3,HH4,comtype,Genconame,Opstart,Capacity,Terminalown,Terminal,Longterm,Shortterm,Environapp,Pricecap,Gasprice,time,dum_gen_name1,dum_Season,dum_gen_type,dum_gas_type,dum_comtype,dum_Genconame,Environ,Price_cap,Gasprice_change,dum_gas_type_1,dum_gas_type_2,dum_gas_type_3,_10_Year,dum_Season_2,Mon_2,month_2,new_dum_Season,Year_new_dum_Season,JKM_Buyer_Seller,JKM_Buyer_Seller_2,Capa_interval,Long_Quantity_Level,Short_Quantity_Level,Total_Quantity_Level,Long_Quantity_Ratio,Short_Quantity_Ratio,Every_Quantity,dum_Terminalown,dum_2_Terminalown,dum_gas_type_1_y_Termi,dum_gas_type_1_n_Termi,dum_gas_type_1_y_Price_cap,dum_gas_type_1_n_Price_cap,op_year,op_year_trun,obs,count_101,sb,mean_JKM_Buyer_Seller,com1,com2,com3,com4,com5
GS당진복합 2CC,201501,2015,1,겨울,복합,평균,82.871,9.911,10.062,12.49,14.423,12.826,15.08,15.77,16.4,15.94,15.61,2.95,3.59,4.23,3.81,3.92,민간사,GS,200803,533,,,3089936,777348,,,,1,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20150,2,1,201501,0,1,0,0,6,26021,5201,31222,83.3,16.7,33371,.,0,0,0,0,0,2008.03,2008,1,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201502,2015,2,겨울,복합,평균,74.254,7.436,9.911,10.062,12.49,14.423,13.43,15.08,15.77,16.4,15.94,2.76,2.95,3.59,4.23,3.81,민간사,GS,200803,533,,,2386391,553477,,,,2,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20150,2,2,201502,0,1,0,0,6,26021,5201,31222,83.3,16.7,33371,.,0,0,0,0,0,2008.03,2008,2,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201503,2015,3,봄,복합,평균,69.631,7.279,7.436,9.911,10.062,12.49,12.32,13.43,15.08,15.77,16.4,2.74,2.76,2.95,3.59,4.23,민간사,GS,200803,533,,,2530568,336011,,,,3,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20150,3,3,201503,0,2,0,0,6,26021,5201,31222,83.3,16.7,33371,.,0,0,0,0,0,2008.03,2008,3,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201504,2015,4,봄,복합,평균,61.357,7.38,7.279,7.436,9.911,10.062,10.25,12.32,13.43,15.08,15.77,2.58,2.74,2.76,2.95,3.59,민간사,GS,200803,533,,,2074719,405156,,,,4,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20150,3,4,201504,0,2,0,0,6,26021,5201,31222,83.3,16.7,33371,.,0,0,0,0,0,2008.03,2008,4,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201505,2015,5,봄,복합,평균,57.566,7.12,7.38,7.279,7.436,9.911,8.88,10.25,12.32,13.43,15.08,2.87,2.58,2.74,2.76,2.95,민간사,GS,200803,533,,,2097259.6,322429,,,,5,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20150,3,5,201505,0,2,0,0,6,26021,5201,31222,83.3,16.7,33371,.,0,0,0,0,0,2008.03,2008,5,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201506,2015,6,여름,복합,평균,51.065,7.615,7.12,7.38,7.279,7.436,8.69,8.88,10.25,12.32,13.43,2.76,2.87,2.58,2.74,2.76,민간사,GS,200803,533,,,1450670,277697,,,,6,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20150,4,6,201506,0,3,0,0,6,26021,5201,31222,83.3,16.7,33371,.,0,0,0,0,0,2008.03,2008,6,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201507,2015,7,여름,복합,평균,50.942,7.395,7.615,7.12,7.38,7.279,8.95,8.69,8.88,10.25,12.32,2.81,2.76,2.87,2.58,2.74,민간사,GS,200803,533,,,1702673,256647,,,,7,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20150,4,7,201507,0,3,0,0,6,26021,5201,31222,83.3,16.7,33371,.,0,0,0,0,0,2008.03,2008,7,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201508,2015,8,여름,복합,평균,53.197,8.007,7.395,7.615,7.12,7.38,9.15,8.95,8.69,8.88,10.25,2.74,2.81,2.76,2.87,2.58,민간사,GS,200803,533,,,1689581,321977,,,,8,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20150,4,8,201508,0,3,0,0,6,26021,5201,31222,83.3,16.7,33371,.,0,0,0,0,0,2008.03,2008,8,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201509,2015,9,가을,복합,평균,55.937,7.538,8.007,7.395,7.615,7.12,9.62,9.15,8.95,8.69,8.88,2.67,2.74,2.81,2.76,2.87,민간사,GS,200803,533,,,2080844,324844,,,,9,GS당진복합 2CC,가을,복합,평균,민간사,GS,0,0,0,0,0,1,20150,1,9,201509,0,4,0,0,6,26021,5201,31222,83.3,16.7,33371,.,0,0,0,0,0,2008.03,2008,9,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201510,2015,10,가을,복합,평균,57.494,6.7,7.538,8.007,7.395,7.615,9.5,9.62,9.15,8.95,8.69,2.41,2.67,2.74,2.81,2.76,민간사,GS,200803,533,,,2237392,511336.67,,,,10,GS당진복합 2CC,가을,복합,평균,민간사,GS,0,0,0,0,0,1,20150,1,10,201510,0,4,0,0,6,26021,5201,31222,83.3,16.7,33371,.,0,0,0,0,0,2008.03,2008,10,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201511,2015,11,겨울,복합,평균,57.244,7.28,6.7,7.538,8.007,7.395,9.04,9.5,9.62,9.15,8.95,2.28,2.41,2.67,2.74,2.81,민간사,GS,200803,533,,,2261968,368874,,,,11,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20150,2,11,201511,0,5,0,0,6,26021,5201,31222,83.3,16.7,33371,.,0,0,0,0,0,2008.03,2008,11,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201512,2015,12,겨울,복합,평균,57.767,7.397,7.28,6.7,7.538,8.007,8.47,9.04,9.5,9.62,9.15,2.04,2.28,2.41,2.67,2.74,민간사,GS,200803,533,,,2418968,745691,,,,12,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20150,2,12,201512,0,5,0,0,6,26021,5201,31222,83.3,16.7,33371,.,0,0,0,0,0,2008.03,2008,12,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201601,2016,1,겨울,복합,평균,54.258,6.717,7.397,7.28,6.7,7.538,7.81,8.47,9.04,9.5,9.62,2.22,2.04,2.28,2.41,2.67,민간사,GS,200803,533,,,2248044,909412,,,,13,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20160,2,1,201601,0,5,0,0,6,26813,4930,31742,84.5,15.5,34078,.,0,0,0,0,0,2008.03,2008,13,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201602,2016,2,겨울,복합,평균,53.729,5.339,6.717,7.397,7.28,6.7,7.87,7.81,8.47,9.04,9.5,1.93,2.22,2.04,2.28,2.41,민간사,GS,200803,533,,,2337843,583246,,,,14,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20160,2,2,201602,0,5,0,0,6,26813,4930,31742,84.5,15.5,34078,.,0,0,0,0,0,2008.03,2008,14,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201603,2016,3,봄,복합,평균,52.427,4.46,5.339,6.717,7.397,7.28,7.26,7.87,7.81,8.47,9.04,1.8,1.93,2.22,2.04,2.28,민간사,GS,200803,533,,,2729517.6,609281.95,,,,15,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20160,3,3,201603,0,6,0,0,6,26813,4930,31742,84.5,15.5,34078,.,0,0,0,0,0,2008.03,2008,15,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201604,2016,4,봄,복합,평균,45.688,4.241,4.46,5.339,6.717,7.397,6.32,7.26,7.87,7.81,8.47,2.01,1.8,1.93,2.22,2.04,민간사,GS,200803,533,,,1784383.6,200190,,,,16,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20160,3,4,201604,0,6,0,0,6,26813,4930,31742,84.5,15.5,34078,.,0,0,0,0,0,2008.03,2008,16,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201605,2016,5,봄,복합,평균,41.824,4.461,4.241,4.46,5.339,6.717,5.89,6.32,7.26,7.87,7.81,2.08,2.01,1.8,1.93,2.22,민간사,GS,200803,533,,,1922230.7,200534.09,,,,17,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20160,3,5,201605,0,6,0,0,6,26813,4930,31742,84.5,15.5,34078,.,0,0,0,0,0,2008.03,2008,17,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201606,2016,6,여름,복합,평균,38.67,4.849,4.461,4.241,4.46,5.339,5.85,5.89,6.32,7.26,7.87,2.6,2.08,2.01,1.8,1.93,민간사,GS,200803,533,,,2096520.7,274142.04,,,,18,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20160,4,6,201606,0,7,0,0,6,26813,4930,31742,84.5,15.5,34078,.,0,0,0,0,0,2008.03,2008,18,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201607,2016,7,여름,복합,평균,39.877,5.273,4.849,4.461,4.241,4.46,6.41,5.85,5.89,6.32,7.26,2.77,2.6,2.08,2.01,1.8,민간사,GS,200803,533,,,1688355,65418.48,,,,19,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20160,4,7,201607,0,7,0,0,6,26813,4930,31742,84.5,15.5,34078,.,0,0,0,0,0,2008.03,2008,19,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201608,2016,8,여름,복합,평균,41.121,5.805,5.273,4.849,4.461,4.241,6.57,6.41,5.85,5.89,6.32,2.72,2.77,2.6,2.08,2.01,민간사,GS,200803,533,,,1617449.6,209397.95,,,,20,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20160,4,8,201608,0,7,0,0,6,26813,4930,31742,84.5,15.5,34078,.,0,0,0,0,0,2008.03,2008,20,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201609,2016,9,가을,복합,평균,42.877,5.47,5.805,5.273,4.849,4.461,7.09,6.57,6.41,5.85,5.89,2.9,2.72,2.77,2.6,2.08,민간사,GS,200803,533,,,1871999.3,277075.29,,,,21,GS당진복합 2CC,가을,복합,평균,민간사,GS,0,0,0,0,0,1,20160,1,9,201609,0,8,0,0,6,26813,4930,31742,84.5,15.5,34078,.,0,0,0,0,0,2008.03,2008,21,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201610,2016,10,가을,복합,평균,42.809,5.977,5.47,5.805,5.273,4.849,7.29,7.09,6.57,6.41,5.85,3.08,2.9,2.72,2.77,2.6,민간사,GS,200803,533,,,2692374.4,496600.21,,,,22,GS당진복합 2CC,가을,복합,평균,민간사,GS,0,0,0,0,0,1,20160,1,10,201610,0,8,0,0,6,26813,4930,31742,84.5,15.5,34078,.,0,0,0,0,0,2008.03,2008,22,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201611,2016,11,겨울,복합,평균,43.669,7.03,5.977,5.47,5.805,5.273,7.36,7.29,7.09,6.57,6.41,2.88,3.08,2.9,2.72,2.77,민간사,GS,200803,533,,,2773064.3,553388.94,,,,23,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20160,2,11,201611,0,9,0,0,6,26813,4930,31742,84.5,15.5,34078,.,0,0,0,0,0,2008.03,2008,23,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201612,2016,12,겨울,복합,평균,51.92,7.855,7.03,5.977,5.47,5.805,7.33,7.36,7.29,7.09,6.57,3.57,2.88,3.08,2.9,2.72,민간사,GS,200803,533,,,3050787.6,551093.85,,,,24,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20160,2,12,201612,0,9,0,0,6,26813,4930,31742,84.5,15.5,34078,.,0,0,0,0,0,2008.03,2008,24,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201701,2017,1,겨울,복합,평균,51.945,9.488,7.855,7.03,5.977,5.47,7.47,7.33,7.36,7.29,7.09,3.32,3.57,2.88,3.08,2.9,민간사,GS,200803,533,,,3385657.6,788678,,,,25,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20170,2,1,201701,0,9,0,0,6,29232,3851,33083,88.4,11.6,38313,.,0,0,0,0,0,2008.03,2008,25,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201702,2017,2,겨울,복합,평균,54.167,7.65,9.488,7.855,7.03,5.977,7.86,7.47,7.33,7.36,7.29,2.91,3.32,3.57,2.88,3.08,민간사,GS,200803,533,,,2805129.8,722631.2,,,,26,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20170,2,2,201702,0,9,0,0,6,29232,3851,33083,88.4,11.6,38313,.,0,0,0,0,0,2008.03,2008,26,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201703,2017,3,봄,복합,평균,55.193,6.079,7.65,9.488,7.855,7.03,7.68,7.86,7.47,7.33,7.36,2.99,2.91,3.32,3.57,2.88,민간사,GS,200803,533,,,2825181.4,472051.13,,,,27,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20170,3,3,201703,0,10,0,0,6,29232,3851,33083,88.4,11.6,38313,.,0,0,0,0,0,2008.03,2008,27,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201704,2017,4,봄,복합,평균,46.826,5.454,6.079,7.65,9.488,7.855,8.18,7.68,7.86,7.47,7.33,3.19,2.99,2.91,3.32,3.57,민간사,GS,200803,533,,,1634783.6,199712.72,,,,28,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20170,3,4,201704,0,10,0,0,6,29232,3851,33083,88.4,11.6,38313,.,0,0,0,0,0,2008.03,2008,28,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201705,2017,5,봄,복합,평균,50.154,5.658,5.454,6.079,7.65,9.488,8.61,8.18,7.68,7.86,7.47,3.25,3.19,2.99,2.91,3.32,민간사,GS,200803,533,,,2100730.1,72046.736,,,,29,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20170,3,5,201705,0,10,0,0,6,29232,3851,33083,88.4,11.6,38313,.,0,0,0,0,0,2008.03,2008,29,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201706,2017,6,여름,복합,평균,50.596,5.482,5.658,5.454,6.079,7.65,8.35,8.61,8.18,7.68,7.86,3,3.25,3.19,2.99,2.91,민간사,GS,200803,533,,,2387671.3,342602.56,,,,30,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20170,4,6,201706,0,11,0,0,6,29232,3851,33083,88.4,11.6,38313,.,0,0,0,0,0,2008.03,2008,30,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201707,2017,7,여름,복합,평균,47.197,5.445,5.482,5.658,5.454,6.079,8.33,8.35,8.61,8.18,7.68,2.97,3,3.25,3.19,2.99,민간사,GS,200803,533,,,2237788.6,267958.58,,,,31,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20170,4,7,201707,0,11,0,0,6,29232,3851,33083,88.4,11.6,38313,.,0,0,0,0,0,2008.03,2008,31,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201708,2017,8,여름,복합,평균,48.016,5.869,5.445,5.482,5.658,5.454,8.32,8.33,8.35,8.61,8.18,2.9,2.97,3,3.25,3.19,민간사,GS,200803,533,,,2045528.9,119494.6,,,,32,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20170,4,8,201708,0,11,0,0,6,29232,3851,33083,88.4,11.6,38313,.,0,0,0,0,0,2008.03,2008,32,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201709,2017,9,가을,복합,평균,48.994,6.316,5.869,5.445,5.482,5.658,8.21,8.32,8.33,8.35,8.61,3.02,2.9,2.97,3,3.25,민간사,GS,200803,533,,,1867641.3,212533.09,,,,33,GS당진복합 2CC,가을,복합,평균,민간사,GS,0,0,0,0,0,1,20170,1,9,201709,0,12,0,0,6,29232,3851,33083,88.4,11.6,38313,.,0,0,0,0,0,2008.03,2008,33,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201710,2017,10,가을,복합,평균,49.54,8.27,6.316,5.869,5.445,5.482,7.85,8.21,8.32,8.33,8.35,2.94,3.02,2.9,2.97,3,민간사,GS,200803,533,,,2199384.4,126540.47,,,,34,GS당진복합 2CC,가을,복합,평균,민간사,GS,0,0,0,0,0,1,20170,1,10,201710,0,12,0,0,6,29232,3851,33083,88.4,11.6,38313,.,0,0,0,0,0,2008.03,2008,34,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201711,2017,11,겨울,복합,평균,49.414,9.183,8.27,6.316,5.869,5.445,7.89,7.85,8.21,8.32,8.33,3.05,2.94,3.02,2.9,2.97,민간사,GS,200803,533,,,2606423.7,339427.05,,,,35,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20170,2,11,201711,0,13,0,0,6,29232,3851,33083,88.4,11.6,38313,.,0,0,0,0,0,2008.03,2008,35,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201712,2017,12,겨울,복합,평균,54.005,9.967,9.183,8.27,6.316,5.869,8.17,7.89,7.85,8.21,8.32,2.8,3.05,2.94,3.02,2.9,민간사,GS,200803,533,,,3135981.4,187452.39,,,,36,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20170,2,12,201712,0,13,0,0,6,29232,3851,33083,88.4,11.6,38313,.,0,0,0,0,0,2008.03,2008,36,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201801,2018,1,겨울,복합,평균,55.157,11.23,9.967,9.183,8.27,6.316,8.66,8.17,7.89,7.85,8.21,3.15,2.8,3.05,2.94,3.02,민간사,GS,200803,533,,,3424194.3,507882.64,,,,37,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20180,2,1,201801,0,13,0,0,6,31469,6921,38389,82,18,44568,.,0,0,0,0,0,2008.03,2008,37,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201802,2018,2,겨울,복합,평균,54.917,10.451,11.23,9.967,9.183,8.27,9.12,8.66,8.17,7.89,7.85,2.69,3.15,2.8,3.05,2.94,민간사,GS,200803,533,,,2886471.5,1170188,,,,38,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20180,2,2,201802,0,13,0,0,6,31469,6921,38389,82,18,44568,.,0,0,0,0,0,2008.03,2008,38,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201803,2018,3,봄,복합,평균,60.934,8.397,10.451,11.23,9.967,9.183,9.46,9.12,8.66,8.17,7.89,2.7,2.69,3.15,2.8,3.05,민간사,GS,200803,533,,,3185671.6,984268.47,,,,39,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20180,3,3,201803,0,14,0,0,6,31469,6921,38389,82,18,44568,.,0,0,0,0,0,2008.03,2008,39,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201804,2018,4,봄,복합,평균,54.588,7.178,8.397,10.451,11.23,9.967,9.61,9.46,9.12,8.66,8.17,2.72,2.7,2.69,3.15,2.8,민간사,GS,200803,533,,,2497613.6,202972.77,,,,40,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20180,3,4,201804,0,14,0,0,6,31469,6921,38389,82,18,44568,.,0,0,0,0,0,2008.03,2008,40,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201805,2018,5,봄,복합,평균,52.96,7.971,7.178,8.397,10.451,11.23,9.69,9.61,9.46,9.12,8.66,2.82,2.72,2.7,2.69,3.15,민간사,GS,200803,533,,,2055278.4,131300.76,,,,41,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20180,3,5,201805,0,14,0,0,6,31469,6921,38389,82,18,44568,.,0,0,0,0,0,2008.03,2008,41,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201806,2018,6,여름,복합,평균,54.245,9.617,7.971,7.178,8.397,10.451,9.84,9.69,9.61,9.46,9.12,2.95,2.82,2.72,2.7,2.69,민간사,GS,200803,533,,,2574721.9,543468.21,,,,42,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20180,4,6,201806,0,15,0,0,6,31469,6921,38389,82,18,44568,.,0,0,0,0,0,2008.03,2008,42,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201807,2018,7,여름,복합,평균,54.56,10.455,9.617,7.971,7.178,8.397,9.88,9.84,9.69,9.61,9.46,2.79,2.95,2.82,2.72,2.7,민간사,GS,200803,533,,,1925908.4,332397.02,,,,43,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20180,4,7,201807,0,15,0,0,6,31469,6921,38389,82,18,44568,.,0,0,0,0,0,2008.03,2008,43,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201808,2018,8,여름,복합,평균,55.128,9.87,10.455,9.617,7.971,7.178,10.2,9.88,9.84,9.69,9.61,2.89,2.79,2.95,2.82,2.72,민간사,GS,200803,533,,,1993935.3,138937.98,,,,44,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20180,4,8,201808,0,15,0,0,6,31469,6921,38389,82,18,44568,.,0,0,0,0,0,2008.03,2008,44,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201809,2018,9,가을,복합,평균,58.772,11.455,9.87,10.455,9.617,7.971,10.71,10.2,9.88,9.84,9.69,2.88,2.89,2.79,2.95,2.82,민간사,GS,200803,533,,,2597320.9,667352.51,,,,45,GS당진복합 2CC,가을,복합,평균,민간사,GS,0,0,0,0,0,1,20180,1,9,201809,0,16,0,0,6,31469,6921,38389,82,18,44568,.,0,0,0,0,0,2008.03,2008,45,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201810,2018,10,가을,복합,평균,60.968,11.116,11.455,9.87,10.455,9.617,10.95,10.71,10.2,9.88,9.84,3.21,2.88,2.89,2.79,2.95,민간사,GS,200803,533,,,2393299.8,532386.94,,,,46,GS당진복합 2CC,가을,복합,평균,민간사,GS,0,0,0,0,0,1,20180,1,10,201810,0,16,0,0,6,31469,6921,38389,82,18,44568,.,0,0,0,0,0,2008.03,2008,46,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201811,2018,11,겨울,복합,평균,63.502,10.48,11.116,11.455,9.87,10.455,11.03,10.95,10.71,10.2,9.88,4.05,3.21,2.88,2.89,2.79,민간사,GS,200803,533,,,2883159.8,476216.18,,,,47,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20180,2,11,201811,0,17,0,0,6,31469,6921,38389,82,18,44568,.,0,0,0,0,0,2008.03,2008,47,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201812,2018,12,겨울,복합,평균,66.63,9.502,10.48,11.116,11.455,9.87,11.18,11.03,10.95,10.71,10.2,4.04,4.05,3.21,2.88,2.89,민간사,GS,200803,533,,,3050969.7,1233253.5,,,,48,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20180,2,12,201812,0,17,0,0,6,31469,6921,38389,82,18,44568,.,0,0,0,0,0,2008.03,2008,48,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201901,2019,1,겨울,복합,평균,66.869,8.785,9.502,10.48,11.116,11.455,11.25,11.18,11.03,10.95,10.71,3.12,4.04,4.05,3.21,2.88,민간사,GS,200803,533,,,2888677.3,602598.6,,,,49,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20190,2,1,201901,0,17,0,0,6,28363,5446,33809,83.9,16.1,40547,.,0,0,0,0,0,2008.03,2008,49,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201902,2019,2,겨울,복합,평균,65.973,7.278,8.785,9.502,10.48,11.116,11.17,11.25,11.18,11.03,10.95,2.69,3.12,4.04,4.05,3.21,민간사,GS,200803,533,,,2748711.8,135171.85,,,,50,GS당진복합 2CC,겨울,복합,평균,민간사,GS,0,0,0,0,0,1,20190,2,2,201902,0,17,0,0,6,28363,5446,33809,83.9,16.1,40547,.,0,0,0,0,0,2008.03,2008,50,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201903,2019,3,봄,복합,평균,68.497,5.947,7.278,8.785,9.502,10.48,10.62,11.17,11.25,11.18,11.03,2.8,2.69,3.12,4.04,4.05,민간사,GS,200803,533,,,2581470.5,86311.738,,,,51,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20190,3,3,201903,0,18,0,0,6,28363,5446,33809,83.9,16.1,40547,.,0,0,0,0,0,2008.03,2008,51,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201904,2019,4,봄,복합,평균,60.433,4.774,5.947,7.278,8.785,9.502,9.7,10.62,11.17,11.25,11.18,2.61,2.8,2.69,3.12,4.04,민간사,GS,200803,533,,,2343251.7,408195.26,,,,52,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20190,3,4,201904,0,18,0,0,6,28363,5446,33809,83.9,16.1,40547,.,0,0,0,0,0,2008.03,2008,52,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201905,2019,5,봄,복합,평균,48.415,5.509,4.774,5.947,7.278,8.785,9.46,9.7,10.62,11.17,11.25,2.6,2.61,2.8,2.69,3.12,민간사,GS,200803,533,,,2079117.9,294924.93,,,,53,GS당진복합 2CC,봄,복합,평균,민간사,GS,0,0,0,0,0,1,20190,3,5,201905,0,18,0,0,6,28363,5446,33809,83.9,16.1,40547,.,0,0,0,0,0,2008.03,2008,53,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201906,2019,6,여름,복합,평균,49.173,4.503,5.509,4.774,5.947,7.278,9.35,9.46,9.7,10.62,11.17,2.33,2.6,2.61,2.8,2.69,민간사,GS,200803,533,,,2276512.8,437009.69,,,,54,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20190,4,6,201906,0,19,0,0,6,28363,5446,33809,83.9,16.1,40547,.,0,0,0,0,0,2008.03,2008,54,101,1,0.2376238,0,0,0,0,0
GS당진복합 2CC,201907,2019,7,여름,복합,평균,49.587,4.549,4.503,5.509,4.774,5.947,9.54,9.35,9.46,9.7,10.62,2.3,2.33,2.6,2.61,2.8,민간사,GS,200803,533,,,2076627.6,274156.81,,,,55,GS당진복합 2CC,여름,복합,평균,민간사,GS,0,0,0,0,0,1,20190,4,7,201907,0,19,0,0,6,28363,5446,33809,83.9,16.1,40547,.,0,0,0,0,0,2008.03,2008,55,101,1,0.2376238,0,0,0,0,0
